cohesion,syntax,vocabulary,phraseology,grammar,conventions
3.22284418256203,3.2731621049401918,3.371705388033934,3.319261163311041,3.368765957293717,3.241224376375437
2.7558561855429975,2.860913548967316,3.0613244145413265,3.002495763192997,3.11785271929873,2.872156477147379
3.131617265683385,3.0553162255901882,3.372531234985691,3.2482107566770977,3.254598894966847,2.952303375203556
4.097430227908885,4.111270302374064,4.315064654169559,4.210895865410395,4.150198501224345,4.0519403931159355
3.8845789240704556,3.8505600688482557,3.982376448620823,3.9466361506768357,3.8457204930244586,3.7235116003808955
3.2751798124562272,3.1402698296734606,3.3032941769609754,3.154044450670055,3.2542146322984653,3.0254929672199347
3.590080059315268,3.4813320121335583,3.7055241416872544,3.573684154368201,3.6419798534434964,3.351070439736318
3.6384106587842884,3.54299270065267,3.741149934319502,3.5689929772095734,3.5882137669180674,3.5285291468474806
2.9389531309816705,2.8396890145401703,3.1227668519035827,3.116147371341074,3.209743067653325,2.7399962629370553
3.97067445773212,3.9595920711643,4.140428792395247,4.128181236275656,4.10342751089985,3.937574689383036
3.7286734969124415,3.7069802991915486,3.926309623085821,3.7932397271556253,3.786402708445287,3.7462420582293374
2.888416349184496,2.822073311907413,3.0807872360458584,2.9053483563263867,2.8500367622809843,2.6219621872776484
3.6790041287087454,3.643249204460702,3.9690881655427237,3.8057835081461264,3.695838076702417,3.258896725635547
2.793371510993203,2.8089042292058473,3.0801472759811186,2.9339245851618267,2.9740160938432876,2.7368861251481875
3.7072937874239713,3.6566552394116214,3.8915231180160648,3.797706648169541,3.6785694316724933,3.669842664947632
3.547952094350852,3.507849520179777,3.7660556915841354,3.665615380583765,3.5990903013438933,3.5716384968940873
3.632411346218395,3.5989769964394114,3.7594890766872835,3.6162193864397683,3.706701791836959,3.721567818826998
3.9158736180504867,3.911220327155897,4.03019378417664,4.018532812631028,4.021667658231316,3.878881949940105
3.495047478141448,3.404269656339598,3.6052808134201637,3.4985004927012215,3.522469942655456,3.238808748967988
2.8917214336756345,2.8155371630798527,3.044599712989094,3.020040197950488,3.0514712725610957,2.537480841869983
3.7083049166389372,3.5836112359270063,3.5943129068988453,3.451625466086097,3.65064158754819,3.5250193892983637
3.7789046634152146,3.6850901943446353,3.990237280865062,3.919830968228772,3.706971793553781,3.5367435959881015
2.961753601946649,2.969099462003972,3.138402990652252,3.06567238217564,3.1696508080530075,2.8917741196408473
2.996350892616175,2.908248677638383,3.104244712374414,2.92582024169793,3.0524365587125937,2.962890985731101
3.4017617433486285,3.3238424399867235,3.63438292278089,3.5183190817656658,3.4313550301751405,3.0351553366327058
3.294215767431046,3.338815052415333,3.4612635557663403,3.3096399397352982,3.476116881976483,3.4446182168492374
3.0236826788638638,3.031377626013795,3.3008922786867747,3.1539006874526057,3.1970031821024687,2.953500166346105
3.7668590553826236,3.7964577590189017,3.9020330537435606,3.8489125607309513,3.946303346225921,3.877796945107652
2.677391855087053,2.551142217588268,2.9990657192683163,2.738289609696285,2.6519295591497114,2.6848962756778567
3.366005478747765,3.3606450597430904,3.6259973547870574,3.4611679331037823,3.5283981457716926,3.30842500250733
3.5088698731890235,3.402832960554401,3.628815371783787,3.58441812876497,3.5264520786382585,3.2623860314146986
3.224686326771247,3.254813156503955,3.6210574110287155,3.4314966525317385,3.247129638331387,3.1346380352972645
3.928816598246195,3.8572900753472834,4.065705817097835,4.0206229644807046,3.950421526742028,3.5916802927845
2.8919312580872667,2.8252268842754242,3.20105700267243,3.1595665561235817,3.1219449988433015,2.880639356190663
3.6787260960352537,3.6114220608677168,3.932979922783007,3.8564640219690802,3.7787076425366486,3.4295678512941996
3.052849903147887,3.1166061886781424,3.505253235164928,3.3147642123702172,3.2225508926051827,3.0984891950185762
3.677616660564438,3.574752631075546,3.852157742455579,3.721596032172619,3.6009356392823704,3.498570641717516
3.252429968754668,3.3788732343409777,3.5595200536573723,3.500946927839359,3.6302836984393467,3.350201698701725
3.8581265066984898,3.699822182876905,4.147831191258706,3.991580434492384,3.7525488009934596,3.402480570311553
3.9586943756026653,3.850094259802094,4.187743617081024,3.9376443667940926,3.8959882753119843,3.8875879011220946
2.811443385860415,2.770664013412408,3.0286734604069063,2.958116527157035,3.010477747729632,2.4989802485593273
2.753345917238059,2.732185400876391,2.883499654167098,2.8013369589855452,2.874374840291881,2.338420865990301
3.074850503292571,3.1696217149556505,3.423231661163345,3.2958788486694055,3.3247495431501752,3.0546439985862444
3.474645255152625,3.498470801400682,3.7552488660739347,3.6004781203878746,3.669387472482128,3.3938466801788567
3.9854466956053223,3.948695131715924,4.188219625740566,4.038697889853824,4.034901853004155,3.9609757681949023
3.358696149408364,3.3109574660033796,3.480369425232854,3.3632778816711015,3.379149975940914,3.0937944229811096
2.867483610930036,2.976918068875082,3.192835462260298,3.155201510767525,3.179153930331773,3.0886000244004435
3.1840445414421,3.3334207831291383,3.580905609670043,3.541386687438697,3.5632519544841768,3.2473145227514246
3.2937450060990616,3.304263679740121,3.514080798523648,3.4757109329239295,3.5502034639911013,3.2616409079432116
3.312441400795465,3.3415672215796346,3.5841373604542914,3.4756161997751374,3.508073961411143,3.432090205445904
3.3506805175944163,3.477318361163333,3.524605546813163,3.5764713549106943,3.8391845741319477,3.6157929141891727
3.2230365902782956,3.0360966199748955,3.2907317772660214,3.226787902876421,3.118797907030161,2.7953857578807484
3.380033166930225,3.39452405523543,3.59785665931637,3.4453761555567515,3.5381599844322347,3.408129299940044
3.139255384142502,3.140249063814757,3.4351822933755214,3.2434273119101515,3.0970144224752216,2.6142004029302868
4.02279387272542,3.9752010684806205,4.104713403264753,4.085694531991234,4.060786731494484,3.9951050445530853
2.8937429402531607,3.1262323117011057,3.3019494467168196,3.2685340908660576,3.419292169426175,3.191462607034009
3.68936557205565,3.8262673756382277,3.903265759574118,3.97124017500742,4.039469581669205,3.855831066224864
2.8823749562614696,2.847347499992866,3.0472153407044362,2.912571687748084,2.998956552679531,2.7883504534485075
3.1748561496062404,3.1380766351180687,3.417835040913608,3.244715414773439,3.28495762119739,3.087159785774733
2.971341659939667,2.80748247527033,3.2429343809612994,3.0331209464969264,3.045022667603128,2.9483406761903153
3.6876563766812964,3.556142848535435,3.7661938587049515,3.5881609496983202,3.5549830922608745,3.514197284064858
4.071691482865204,3.9030603877523578,4.0910951705665575,4.033786009222787,4.048985022592706,3.8726501796759263
3.9354914008967015,3.865391743890961,3.9731896258908685,3.865725852670187,3.8965229481292143,3.7621831573546087
2.943108378571698,2.899145431175354,3.065214944992894,2.9879302625454915,3.025625620515985,2.910341938542803
2.700770403820035,2.8029357630178797,3.020093397534304,2.875365972743106,2.9101679032008585,2.474858278494497
2.7794510864461315,2.7328313945817904,3.043428712222427,2.856708885332987,2.806939950281056,2.6181524113194374
3.6574442340547297,3.615709273886042,3.7751189200997546,3.7729916238515506,3.875425789818397,3.5421822842536477
3.3258466096779724,3.3614845024859976,3.5283176729932277,3.4531904529523683,3.5315429597845798,3.3572566654703024
2.8626258656617734,2.9538297110269705,3.1459188191945344,3.0232205323998858,3.120137548789369,2.978599599056709
3.578957654758769,3.6517893608662764,3.8419996950040094,3.7632092063383245,3.79495121171043,3.686104486252436
2.8759917363743956,2.884402029955118,3.1564536966066568,3.137005219846553,3.135895037620457,2.839901655969995
3.1226394070283567,3.2604161177028352,3.549515960086158,3.4315537321518663,3.578321133196299,3.284161169969327
2.846951316022725,2.7902246505334167,3.0215832927135886,2.972534532883934,3.0044544215598377,2.6949536541812438
3.075282239027629,3.0094664519643652,3.2091122089241395,3.131626205111921,3.162589678569554,3.0214720376327824
2.648018000061468,2.588700693254296,2.8676916664825827,2.780380293441201,2.7078057105934703,2.4731810115285544
3.822187385686653,3.739832250868124,3.915047005501561,3.8591859218141145,3.7923567827407636,3.507556864327898
3.64512577637886,3.5495063034120697,3.745029009303321,3.638146275860451,3.582689723498534,3.3650724598807096
3.6505863137877093,3.573744830114605,3.932350526378244,3.734120846969174,3.6982392596008964,3.416208940678754
2.8974372663276755,2.923603218198173,3.235689345462645,3.003573466555321,3.0345871097772275,2.8023025890301723
4.1698133859604525,4.151245642157318,4.157263024425093,4.19422126638444,4.267648465528304,4.137440864277729
3.595028157613003,3.641230430025434,3.845007343560421,3.813812742756403,3.8982567604283447,3.547262994655473
3.1100103721427264,2.9109024553985883,3.378597784003234,2.996307829929476,2.774644069809589,2.9910324708722253
3.5159527089400306,3.6094685372664386,3.7060900198422244,3.7405672036441824,3.9313546335975182,3.650851987994286
3.753473237300446,3.732913265033961,3.9998673011608217,3.914308974857812,3.7649833346395516,3.561633181670789
2.7496526157439947,2.6514400520358343,2.981523071719169,2.8580430342539893,2.9145089123773187,2.700366983773796
2.781926481789624,2.7530942062919825,3.048030127750688,2.8405693940243957,2.7522357418025147,2.3554110595474995
3.618544608918599,3.5634565211618994,3.720729983556212,3.6924894386726512,3.723620834281684,3.5171918419571444
3.706524701307605,3.6646039099922993,3.898498004038263,3.827710617039525,3.773901598042652,3.575709242210247
2.6675486848598213,2.7309215694109867,3.0589865394922438,2.803900376279464,2.9203063115770114,2.7046006744385247
2.720620435088024,2.738612616356397,3.0927107968492504,2.7874699180261473,2.7819439925115486,2.6140473744047568
3.109599478044748,3.2471714976378623,3.396892428667562,3.3855697617590623,3.6087240408888,3.4040347136727322
3.1961460451595096,3.185421703607406,3.4051709479611305,3.2785143677097555,3.298815374968937,3.176186127243942
4.0895624846332845,4.086678451335536,4.394134004134242,4.200068908168634,4.108137404230446,3.9199503102891486
3.932439954693402,3.846224086414144,4.022577583658149,3.948066297181697,3.932656949649781,3.6062546777176507
3.6945673036570192,3.5426084354362146,3.6494934947138664,3.6372657008864238,3.6983943770709296,3.4510065658318227
3.281249814804874,3.3325341558996446,3.5713300580223972,3.4476709091440347,3.559397140362866,3.1362944882102184
2.5208661327597843,2.523595869983868,2.7834283602726937,2.6774250807299618,2.688378736105195,2.4589114106249474
3.217147607890471,3.2091232098683324,3.4203932386067533,3.3301467961926896,3.3271517223544658,3.074070062589515
3.4237597579139756,3.5319067491526903,3.8239640115432403,3.6908295154136046,3.8256178124192597,3.392842184335104
4.355496100071381,4.308781760657668,4.449602855521208,4.381159131865793,4.426374169238459,4.253337029150267
3.4382124088374724,3.5208497105921905,3.589314134597246,3.6180702321677094,3.74503322263577,3.5092283052533118
2.77791133495628,3.003914046267458,3.1198671357770937,3.129439124969794,3.278799896446973,3.0427753246177396
3.0374100853921453,3.077722463745434,3.2475456268608527,3.1672170516953453,3.2523337142945357,2.87979625084939
3.0025921957365376,2.975386828938874,3.2711463268869063,3.036495638452927,3.0505022616989597,2.8558305368518258
3.786013018689834,3.668631787603273,3.897455716576582,3.7917365064671396,3.746503576617411,3.3499658003326798
3.556134915501622,3.6080227097230306,3.764229563689646,3.7796405274756557,3.8431096694638835,3.6848588596524205
3.5679138072493775,3.522425927544346,3.769521113268393,3.6292556510011744,3.553049999794546,3.38985462372485
3.721179243102643,3.6545363582056902,3.8452465445414257,3.743186763917264,3.701899066431951,3.669788753948084
3.229915382604374,3.2902703166692646,3.483041983639813,3.36862243465246,3.4189067964869433,3.2534907305936054
3.336974672479889,3.3654926072530587,3.4806173139180467,3.4968595431053204,3.631733361626692,3.3134722930768152
3.678444192406625,3.702466497099389,3.8200199888570032,3.7058752479674553,3.807654401554191,3.759322284617048
3.270275885555315,3.295971513099045,3.5482673695647104,3.4393549758531496,3.411962815123636,3.1531662807257694
3.5740886911365943,3.551264491313533,3.7254667560535637,3.698222081346743,3.6464059286764385,3.472562560494403
3.036416874859401,3.1400364331947177,3.4273481523438774,3.4359342017656824,3.545050956871717,3.127664461644227
3.759893646372994,3.6461175076181513,3.95148572376235,3.9287758110807043,3.7530212161497802,3.512199690007284
4.207775746933252,4.062206864739122,4.291084991155815,4.162508400905139,4.06693208913325,4.070377176365628
3.514585698478777,3.508986227332521,3.7362118288686523,3.596519883318029,3.5980762399837722,3.5108608237583283
3.7260257693388867,3.6629569677396407,3.961518339490405,3.8147855476178694,3.6944770595648504,3.417117352268468
2.976332445319207,3.0488708367750137,3.256063399230879,3.2078599886241337,3.3694755138269636,3.191292735867899
3.0147662763040266,3.0781106243301686,3.217199615634083,3.11919899527342,3.2822233840687587,2.936251057682178
3.1210800613601895,3.220695514882913,3.4655890784147494,3.309703992384734,3.458330924839433,3.300899580192329
3.4493642721967666,3.42451279610251,3.549937492084535,3.446474902854611,3.561974757622487,3.4600900099326894
3.8827775871682526,3.952385040111522,4.018206520204364,4.046318140489546,4.122071610328203,3.902164614423291
3.213774304585258,3.337006542873476,3.4605999526447597,3.4203097888754255,3.532919555137795,3.356237799473318
2.9043999580685864,3.059962800842237,3.2762943953915435,3.251167999812628,3.3951863018440216,3.122134190262907
2.315660168673272,2.2289396488288835,2.774749582572838,2.6197476102243265,2.664653343811074,2.067284876164703
3.815790543134658,3.7721380294958577,4.005219686154348,3.9107083982768214,3.9102233030261866,3.6611660209790307
4.00998965464817,3.99658522931855,4.239934481840445,4.111883678738609,4.0717177180982755,3.8745080461517873
3.3678030352624164,3.4271753802538263,3.524110329510771,3.436078363140839,3.5931669474673416,3.2612924160033723
3.5842699161194207,3.587599572454618,3.713372141387037,3.679109652178318,3.763434567422288,3.547134648480397
2.9772306731479263,3.0124804271668895,3.1841038372173722,3.0041648486952504,3.12481927536006,2.939356716664248
3.468913481167819,3.4771795479089818,3.6313641630022975,3.6208119293417376,3.5497979518569034,3.47393306405452
3.410532454724486,3.365627223869474,3.5332288660692224,3.4959355040796694,3.4974638870829913,3.247069531154774
3.7633495616709807,3.5436754090480265,3.7848219904519325,3.640607350547664,3.528920426974584,3.4440355323065317
3.0789140425103962,3.0829243339083985,3.358749897691088,3.1652200381611797,3.168672757683071,2.9049143150847656
3.9335362922857624,3.853775725444833,4.052634035035489,3.908311966093857,3.924987045464496,3.8911537646856282
3.5003569130880865,3.5879507548251635,3.774822809099371,3.633677435671285,3.7053050745738467,3.6879396236710793
3.2308948917399283,3.0937280246069454,3.3204474535536495,3.300799506243675,3.2776200361958994,3.0081997001582548
3.0946610530936765,3.0744883139018615,3.3383549176245872,3.198623212640345,3.274686614949054,3.097283985643914
3.797803630597204,3.796216205411599,3.944098155156705,3.934173860541709,3.927139053807424,3.7402485206591107
3.2938361328237598,3.401219462791558,3.5543433314029675,3.477247049867154,3.5894547577744893,3.4469187784157427
3.1538360915971646,3.062610159889449,3.255221710705168,3.2394574406279757,3.2294174893172736,2.717173234330431
4.138776220510819,4.038078618117808,4.25812022980372,4.123959354151132,4.084380546555718,3.9664827138946137
3.160893571477744,3.3419351363651826,3.3867901606451474,3.360390622249775,3.6486687084583216,3.352424674864691
3.8324961245174656,3.819654391416682,3.989452929999941,3.971961050050583,4.013248208663185,3.8468748035031624
3.7473025905717745,3.767578094520668,4.014220405840803,3.9168588457593745,3.8650140015649015,3.7091435878284758
4.208760746811922,4.081567274400704,4.2805772559973345,4.166650240486237,4.130402835454571,4.110358748131402
2.7970886264283754,2.7269863047177916,3.0658086550199837,2.8867305551875053,2.835458132078755,2.6976530908094842
3.616877990179236,3.683190518781523,3.789819340419729,3.8212435604785293,3.8202030060455607,3.5172310744917277
3.9783937862523193,3.887864418875007,3.9882167129971684,3.8790333672096513,3.9478365898214993,3.8780995576949193
3.8177532644493866,3.690152546122956,3.912355397674749,3.6894017435334745,3.6566112167458042,3.6818696011382848
3.3781700384823585,3.336581758234148,3.645583675339221,3.4796093238460637,3.424966725015893,3.2895773228765206
3.03065079596505,3.142185817887768,3.316584908113934,3.340907784576403,3.40633560720344,3.070266769002905
3.274694469028664,3.274812024652373,3.6736943494948227,3.4761885008915976,3.25752450757315,3.1050341996678092
2.9043526060529565,3.0140081765173585,3.533825435064928,3.3841382820642605,3.237649732313344,3.0032010727367933
3.8125378000738577,3.8165664259592673,3.990879597167267,3.9805890198151426,4.139824680019532,3.810082905450651
3.1919185828759407,3.154227706823267,3.3815308391022305,3.348211428730376,3.3912211921721838,3.151238356999976
3.497232251523244,3.4955921234534926,3.7044320714484047,3.562061321028817,3.642147028677341,3.3945276324430003
3.020948976391188,2.884886581468165,3.0867833920977645,3.0287102053484665,2.9617436981180942,2.390752709585104
3.8108089545273462,3.858400334831606,4.016012703388623,3.957678674419605,3.9529988662073565,3.7126877008840347
3.1421092497375023,3.157235418420764,3.4026513828168157,3.4053584089518947,3.47153950376915,3.130640885031921
3.8091488673114,3.6941691402795325,3.999270751561675,3.8189778268951793,3.7988952165618004,3.6455215563357037
3.245346571231007,3.3148122499283605,3.4903484675598437,3.498806187652953,3.536800996277904,3.222916410724439
3.7317604179662522,3.706629322645866,3.902282013459662,3.798387049633534,3.7753377593548523,3.644570974825503
3.442694203019488,3.3444051612206653,3.627034516625559,3.507018574494126,3.5352977486454833,3.1723666546447595
3.937994330892402,3.9563945069795428,4.09251502256725,4.099598359455751,4.109995132412294,3.8350953237447603
3.294525913148703,3.1943541483298805,3.4099318955226607,3.3666473771073884,3.3169029444289357,2.949457287449249
3.9888504302468433,3.953487335690338,4.11020641098083,4.0581265806397875,3.981013697254533,3.9201439188546368
3.662134136042625,3.8027416337443882,3.930566517999087,3.9476465835256915,3.9785520975170803,3.9413753717474145
3.3994647200385337,3.4533566730124057,3.7138024783891934,3.5406667758400125,3.4778371718572174,3.523560030109943
3.2192568328154962,3.334257531318549,3.4275799279922308,3.4534919262755057,3.608717324387383,3.3961273147022144
3.6984165525138684,3.6143096667261236,3.8676482816205864,3.7003078633805826,3.709861854618614,3.524660415594369
3.3084093971090915,3.2592985546951354,3.46195659111759,3.380224193679096,3.3549132359649976,3.0428632976660874
3.5537451239462827,3.515914011994524,3.6590500272803643,3.5933531688536764,3.7003775208193126,3.4431051535069668
3.4807565181835787,3.571663133326125,3.6920455258768237,3.7091590909599743,3.7389074883104665,3.4840938897764673
3.1110082039771743,3.0107226499804636,3.304135971911724,3.146936664823352,3.12099697356324,2.7617169628495093
3.361753788751596,3.4273846383346647,3.68030322302913,3.5328632424155098,3.57242438958533,3.2240116260226723
3.355018801610874,3.188713090970357,3.4409364343033166,3.233739078073158,3.220548824277087,3.0117406476768944
3.7538129881308278,3.6448420068747005,3.9580730769051207,3.681040359354072,3.6073559554394325,3.57005331321122
4.008584639771727,3.938326114971966,3.9881230218821395,3.9295405212927763,3.9808980068961395,4.010366842120987
3.9366307584455464,3.9021436645324803,4.114807701597776,3.9514735873477504,3.972171306441169,3.8487075386574814
3.283393129137858,3.2156434371491684,3.4047068059822636,3.322590454433487,3.1870852718161564,2.995082270631018
3.0843638618936495,3.0748898666886575,3.3620976648460625,3.244130916080805,3.3385554216542372,2.9509789429587494
3.8598130038129517,3.8366787234340176,3.8824078215240334,3.8912636465878334,3.9464870465538247,3.8564669334701733
2.989088429658506,3.027621640563411,3.272098591535219,3.243344262338048,3.385629564912743,2.962209455872883
3.747184188500298,3.740075484684745,4.02396409917924,3.9039801021441485,3.8117001261379166,3.634835979131883
2.449223816605385,2.5662494519966668,2.9054047658903963,2.8076501736108486,2.886642922739771,2.537664977013221
3.571991409405774,3.562840860987272,3.89681132030488,3.7316940808851267,3.7096328800344587,3.33982967828052
3.3706643513873007,3.397580451678775,3.5490033976055093,3.415996914339022,3.5431447978080066,3.278507055886408
3.340829608762548,3.367639686270969,3.5404488101514002,3.4674568440095768,3.5556671673518974,3.323804759422144
2.889020611730917,3.078809540149748,3.3287098530758925,3.278094632632265,3.2988894299083347,2.810598749269018
3.418416575146352,3.4124818736520344,3.549978932472696,3.5831673619179307,3.629751187597937,3.3290969130423758
3.801380587757802,3.754571834691248,3.9788994375197446,3.954668961985351,3.7661996721968474,3.5352927249766495
2.422469828067049,2.529530727628704,2.7636250922196233,2.6462558481062057,2.7032366968449937,2.484137834059923
3.122914050279417,3.051923277151108,3.156404747550982,3.1623631094979254,3.1670862781916673,2.8087415729850527
4.089472656964284,3.967787762653457,4.150501861296611,4.055917947477664,4.037234990743071,3.9082275293228914
3.093598289936552,3.0467798890026816,3.2422844101349044,3.1875636771555103,3.198698780878633,2.7820533050706038
3.5624691270688995,3.4820350661382875,3.708629762865353,3.5036472665554808,3.5309036918836707,3.4407359523962997
2.720074876404383,2.700496270234458,3.034988722018359,3.010127991143691,2.8624330927926853,2.193520416203957
3.891385431970752,3.8301877116391694,3.9764197556749763,3.9242748873970807,3.9060135542515875,3.735191036104531
4.278528081920931,4.156066112576475,4.37794826122756,4.240854778394073,4.194939275444709,3.9558006375487973
3.1842987269076075,3.198413298617256,3.3444243407510994,3.271829473011224,3.321447643701008,3.1433273584809815
3.142908429457065,3.250733656492569,3.4006295479718593,3.38570345490304,3.505435645939255,3.1546621483127177
4.118902598550391,4.063646765734953,4.299990002892239,4.151911946712854,4.123362174332392,4.002824918113909
3.6277373274764217,3.5863808417703806,3.731448376047207,3.72056511041332,3.761325149098406,3.463053877758441
3.625563734307095,3.7102747166723185,3.8327154724528523,3.829525507373089,3.8989828114333505,3.7319459480307824
